ticker,publishedAt,headline,summary,source,category
JNJ,2026-09-08 17:39:47,Exclusive: J&J Snack Foods CEO sees a leaner business set up to return to growth,"Investing.com -- Between winding down some legacy operations, executing major cost-cutting initiatives and navigating skyrocketing freight and fuel costs, J&J Snack Foods is going through something of a transition year.",Yahoo,company
JNJ,2026-09-08 19:10:04,Stay informed with the top movers within the dow jones index on Tuesday.,Let's have a look at the top dow jones gainers and losers one hour before the close of the markets of today's session.,ChartMill,company
JNJ,2026-09-08 20:05:00,Protagonist Therapeutics Announces $300 Million Share Repurchase Program,"NEWARK, CA / ACCESS Newswire / September 8, 2026 / , Inc. (Nasdaq:PTGX) today announced that its Board of Directors has authorized a share repurchase program under which the Company may repurchase up to $300 million of its outstanding common stock.",Yahoo,company
PG,2026-09-08 20:31:00,Dawn® and Cascade® Team Up with Ann Michael Maye to Make Game Day Cleanup Fast and Easy and Give Fans a Chance to Score a Trip to Super Bowl LXI,"CINCINNATI, September 08, 2026--As the 2026 NFL season kicks off, Dawn and Cascade, the Official Dish Cleanup Partners of the NFL, are drafting ""First Lady of New England"" Ann Michael Maye to help fans enjoy all the messy meals, game day spreads and holiday cooking, without dreading the cleanup that follows. From prepping her husband’s favorite lucky pregame snack and watching games at home to baking family recipes for the holidays, Maye will share how she relies on Dawn and Cascade to sideline",Yahoo,company
XOM,2026-09-08 21:22:20,Exxon Stays Flat as Kazakhstan Pauses a $5.06 Billion Threat,"Enforcement has stopped, but international arbitration means Kashagan's environmental dispute has not disappeared.",Yahoo,company
JNJ,2026-09-08 21:45:08,Johnson & Johnson (JNJ) Sees a More Significant Dip Than Broader Market: Some Facts to Know,"Johnson & Johnson (JNJ) reached $269.12 at the closing of the latest trading day, reflecting a -2.22% change compared to its last close.",Yahoo,company
XOM,2026-09-09 04:18:27,Asian shares are mixed as Brent crude approaches $100 a barrel,"Asian shares were mixed in cautious trading Wednesday as investors watched for what might happen on interest rates and the war with Iran pushed oil prices higher.  Japan's benchmark Nikkei 225 lost 0.2% to 65,142.78, while South Korea's Kospi gained 1.4% to 7,051.64.  The Shanghai Composite gained 0.4% to 3,956.08.",Yahoo,company
XOM,2026-09-09 06:30:01,Trump's oil investments have gained millions during Iran war as his accounts keep trading,"Donald Trump retained major oil and gas investments as the Iran war has moved energy markets. CNBC analyzed his holdings, trades and estimated gains.",CNBC,company
XOM,2026-09-09 09:25:39,Oil Hits $100: Which Stocks And ETFs Win Or Lose?,"Brent topped $100 after US strikes on Iranian tankers. Refiners have doubled in 2026. Airlines, REITs and gold miners are on the wrong side.",Benzinga,company
JNJ,2026-09-09 09:51:07,"Reported September 8, 2026: 'Tylenol Use In Pregnancy May Be Linked With Uterus, Ovary Changes In Daughters' - Reuters News",https://www.reuters.com/business/healthcare-pharmaceuticals/tylenol-use-pregnancy-may-be-linked-with-uterus-ovary-changes-daughters-2026-09-09/,Benzinga,company
PG,2026-09-09 11:00:24,Texas Rep. Lloyd Doggett Bought Over $1K Worth of Procter & Gamble Stock: Here’s What You Should Know,"Records from September 8, 2026 indicate that Representative Lloyd Doggett of Texas made a purchase of Procter &amp; Gamble (NYSE:PG), valued between $1,001 and $15,000, with the transaction dated August 17, 2026 and",Benzinga,company
XOM,2026-09-09 11:26:01,"Step Aside, ExxonMobil: 2 Foundational AI Stocks Now Pay Larger Dividends",Two of Wall Street’s premier artificial intelligence (AI) stocks are set to pay approximately $24.2 billion and $27.1 billion in dividends over the next year.,Yahoo,company
XOM,2026-09-09 11:58:46,Trump oil and gas holdings gained up to $4.4M during Iran war,A CNBC analysis found Trump's 9 largest energy positions rose between $1.5M and $4.4M in the first six months of fighting,Yahoo,company
JNJ,2026-09-09 12:00:35,IPO Stock LB Pharma Has Tripled In Under A Year. Is It A Takeover Target?,LB Pharmaceuticals is on a tear. The IPO stock has more than tripled as investors watch its efforts in neuropsychiatric disorders.,Yahoo,company
XOM,2026-09-09 12:35:00,3 Stocks to Buy and Hold for Higher Interest Rates,"With rates staying higher for longer, JPMorgan, Exxon Mobil, and Alphabet stand out as rate-resistant stocks with strong balance sheets, cash flow, and dividend or buyback capacity.",Yahoo,company
XOM,2026-09-09 13:36:54,"Brent Tops $100 as Morgan Stanley Warns Oil, Rates Are ‘Main Risks’ to Stocks","Brent crude climbed above $100 a barrel Wednesday as Morgan Stanley warned that higher oil prices and interest rates remain the main near-term risks to stocks. Analysts led by chief U.S. equity strategist Mike Wilson said ""higher oil and rates...",Yahoo,company
JNJ,2026-09-09 13:57:04,Johnson & Johnson (JNJ) Presents at Wells Fargo 21st Annual Healthcare Conference Transcript,,SeekingAlpha,company
XOM,2026-09-09 14:05:24,"ExxonMobil Touts Permian Synergies, Guyana Cash Flow and LNG Growth at Barclays Conference","ExxonMobil (NYSE:XOM) Chief Financial Officer Neil Hansen said the company is relying on technology, project execution and operational performance to support long-term shareholder returns as energy markets navigate supply disruptions and higher refining margins. Speaking at the Barclays Energy-Powe",Yahoo,company
JNJ,2026-09-09 14:08:42,"How Large Does Your Portfolio Need to Be to Generate $12,500 a Month?","A seven-holding portfolio promising $12,500 a month sounds straightforward until you examine whose money is actually funding some of those distributions, and why the highest-yielding positions have the weakest claim to keeping their promises.",Yahoo,company
JNJ,2026-09-09 14:44:00,Tyra Biosciences Stock Plunges 22% as Bladder Cancer Pill Fails to Impress,"Tyra Biosciences and Johnson & Johnson are pursuing their own approaches to treating a common, early-stage form of bladder cancer.",Yahoo,company
XOM,2026-09-09 14:57:09,ExxonMobil Holdings Corporation (XOM) Presents at Barclays 40th Annual Energy-Power Conference Transcript,,SeekingAlpha,company
XOM,2026-09-09 15:29:00,WTI Crude Not Too Far From $100: Are Permian Stocks a Smart Watch Now?,"WTI crude above $95 and rising Permian output prospects put Diamondback Energy, ExxonMobil and Chevron in focus as oil prices stay strong.",Yahoo,company
XOM,2026-09-09 15:30:00,"ExxonMobil, ANPG Notch 20th Discovery in Angola's Block 15","ExxonMobil and ANPG confirm a 20th discovery in Angola's Block 15, as new fiscal terms pull fresh drilling into the deepwater block.",Yahoo,company
JNJ,2026-09-09 15:46:00,Tyra disappoints investors with bladder cancer data,"Remission rates observed in a Phase 2 trial fell short of Wall Street's expectations, though some analysts believe the company should see better results in late-stage testing.",Yahoo,company
XOM,2026-09-09 15:58:00,CVX's Operations & FCF Are Improving: Why Isn't ROIC Keeping Up?,"Chevron's production is up, costs are down, and FCF is strong but ROIC lags. Read on to learn what's driving the disconnect.",Yahoo,company
JNJ,2026-09-09 17:02:25,Johnson & Johnson Eyes High-End MedTech Growth as Cardiovascular Takes Center Stage,"Johnson & Johnson (NYSE:JNJ) MedTech Chairman Tim Schmid said the company remains confident it is delivering growth at the high end of its previously stated 5% to 7% operational market-growth range for the 2022 through 2027 period, citing a portfolio shift toward cardiovascular products, operating-m",Yahoo,company
JNJ,2026-09-09 17:45:08,"UiPath Slips 3% Despite Citi Buy Initiation and $23 Target, Pegasystems and C3.ai Lag","Citi just slapped a Buy rating on UiPath with a target nearly 70% above the current price, yet shares keep falling. Here is what the bull and bear camps are fighting over ahead of a high-stakes investor day that could flip the narrative.",Yahoo,company
JNJ,2026-09-09 18:06:50,BSX Stock: Is It Time To Buy Or Sell Puts?,"Trading near $45 a share, Boston Scientific (BSX) sits roughly 58% below its 52-week peak.  Instead of buying the dip outright, selling cash-secured put options allows investors to generate immediate income while locking in an even deeper entry point.  Sell a put option on BSX expiring 9/17/2027, with a strike price of $30.",Yahoo,company
XOM,2026-09-09 19:08:11,ExxonMobil Is Up 40% in 2026: Can Rising Oil Prices and Strong Earnings Boost XOM Stock to $200?,"ExxonMobil has already handed investors a stunning year-to-date gain, but whether the rally reaches $200 a share depends almost entirely on forces beyond the company's control. Here is what needs to go right and what could derail it.",Yahoo,company
JNJ,2026-09-09 19:10:04,Stay informed with the top movers within the dow jones index on Wednesday.,Curious about the top performers within the dow jones index one hour before the close of the markets on Wednesday? Dive into the list of today's session's top gainers and losers for a comprehensive overview.,ChartMill,company
PG,2026-09-09 19:10:04,Stay informed with the top movers within the dow jones index on Wednesday.,Curious about the top performers within the dow jones index one hour before the close of the markets on Wednesday? Dive into the list of today's session's top gainers and losers for a comprehensive overview.,ChartMill,company
JNJ,2026-09-09 19:12:40,Jim Cramer Picks J&J (JNJ) Over Eli Lilly (LLY) and Pfizer (PFE) Among These Healthcare Stocks,"On September 3, a caller asked whether to rotate out of artificial intelligence stocks and add to Eli Lilly and Company (NYSE:LLY) rather than chase Johnson & Johnson (NYSE:JNJ) or Cardinal Health (NYSE:CAH). Mad Money host Jim Cramer said: Well, I’ll tell you… I think it’s always good to look at Lilly as a stock […]",Yahoo,company
JNJ,2026-09-09 20:22:14,How Much Can ISRG Stock Still Move Against You?,"Intuitive Surgical (ISRG) has handed its owners a hard year. The stock is down 25% over the trailing twelve months while the S&P 500 returned 19.3%, and it now trades about 41% below its 52-week high. After a fall like that the natural hope is that the big moves are behind you. Options priced a year out say they are not.",Yahoo,company
JNJ,2026-09-09 20:41:43,What Eli Lilly Was Telling You While It Rationed Its Own Launches,"Eli Lilly (LLY) stock has gained about 56% over the past year, moving from $722.65 to $1,123.91. Before that run the company was doing something strange. It was deliberately selling less medicine than people wanted to buy, and it kept saying so out loud.",Yahoo,company
XOM,2026-09-09 21:45:02,Exxon Mobil Holdings (XOM) Rises As Market Takes a Dip: Key Facts,"Exxon Mobil Holdings (XOM) reached $164.23 at the closing of the latest trading day, reflecting a +2.22% change compared to its last close.",Yahoo,company
PG,2026-09-09 21:50:05,Procter & Gamble (PG) Suffers a Larger Drop Than the General Market: Key Insights,"The latest trading day saw Procter & Gamble (PG) settling at $142.64, representing a -2.02% change from its previous close.",Yahoo,company
JNJ,2026-09-09 21:55:29,Paying Off the House With Your 401(k) Feels Smart but Can Cost Six Figures. These 3 ETFs Are Why You Keep the Money Invested,"Wiping out your mortgage with one 401(k) withdrawal feels like a power move, but the tax bracket you land in that year tells a very different story about who actually wins.",Yahoo,company
XOM,2026-09-09 22:45:00,Why BP Is One of the Best Oil Stocks to Buy Right Now,"For investors seeking exposure to high oil prices without paying a premium valuation, BP looks like one of the best stocks to consider right now.",Yahoo,company
JNJ,2026-09-09 23:05:36,Could Icotyde Become Johnson & Johnson’s Next Blockbuster in China?,"Johnson & Johnson (NYSE:JNJ) has secured Chinese approval for Icotyde, its once-daily oral treatment for moderate-to-severe plaque psoriasis. The decision gives the company another route into a market where more than 8.4 million people are affected by psoriasis, according to J&J. Icotyde could appeal to patients who prefer a pill over an injectable treatment, potentially […]",Yahoo,company
XOM,2026-09-10 01:34:57,Why Is ExxonMobil Priced Above Peers With Fatter Margins?,"ExxonMobil (XOM) carries the highest earnings multiple in its peer group at 20.5 times, and it is not the best business in that group. Its operating margin ranks fourth of six, and its revenue growth ranks fourth of six as well. The premium is paying for something the standalone refiners don't get credit for; MPC and VLO trade at 13.4x and 15.6x, so it's likely the combination of upstream stability and downstream optionality that's priced in, not refining margins alone.",Yahoo,company
JNJ,2026-09-10 02:32:18,Amgen's Forward Multiple Looks Cheap Until You Price The Margins It Assumes,"Amgen (AMGN) trades at about $393 a share. On the last twelve months of adjusted earnings, that is a trailing multiple of about 23.3 times. With Prolia and XGEVA sales falling to biosimilar rivals, the multiple looks full. What the forecast underneath it asks for is a wider margin while the company funds MariTide.",Yahoo,company
JNJ,2026-09-10 07:48:30,"Johnson & Johnson Receives CE Marking For ACUVUE OASYS MAX 2-Week, New Reusable Contact Lens Featuring Proprietary MAX Technologies To Deliver Lasting Comfort And Clear Vision, Even At Day 14","New 2-week reusable contact lens brings advanced ACUVUE OASYS MAX technologies to deliver superior comfort and visual clarity to patients, even at day 14Expands the ACUVUE OASYS MAX portfolio with an advanced option for",Benzinga,company
XOM,2026-09-10 08:07:27,ExxonMobil Just Made Its 20th Discovery in a Block That's Produced 2.7 Billion Barrels. Here's What It Means for XOM Stock.,The latest discovery aligns well with management's stated aim of achieving 17% return on capital employed by 2030.,Yahoo,company
JNJ,2026-09-10 09:33:00,"China services trade fair showcases innovation, promotes openness","2026 China International Fair for Trade in Services BEIJING, Sept. 10, 2026 (GLOBE NEWSWIRE) -- The 2026 China International Fair for Trade in Services (CIFTIS) opened Wednesday in Beijing, as China steps up efforts to expand opening-up in services trade at the outset of the 15th Five-Year Plan period (2026-2030). Running through Sept. 13 at Shougang Park, a former industrial site and venue for the Beijing 2022 Winter Olympics, the fair has drawn participants from 90 countries, regions and inter",Yahoo,company
JNJ,2026-09-10 09:45:10,"HSBC Maintains Buy on Johnson & Johnson, Raises Price Target to $320",HSBC  analyst Rajesh Kumar   maintains Johnson &amp; Johnson (NYSE:JNJ) with a Buy and raises the price target from $290 to $320.,Benzinga,company
XOM,2026-09-10 09:55:00,TotalEnergies Finds More Oil In Angola,TotalEnergies discovers oil at Angola&#39;s Acacia-5 block with fast-track production plans. TTE stock outperforms as exploration expands.,Benzinga,company
JNJ,2026-09-10 10:30:00,2 Reasons Cooper Companies Stock Is By Far the Worst in the S&P 500 Today,"Contact lens maker  Cooper Companies  just sprung a surprise that no one saw coming.  The market had been looking ahead to the potential sale of its women’s health and fertility business CooperSurgical.  The stock tumbled more than 15% ahead of the open Thursday, by far the biggest faller in the  in premarket trading.",Yahoo,company
JNJ,2026-09-10 11:45:00,Johnson & Johnson Receives CE Marking for ACUVUE OASYS MAX Reusable Contact Lenses,"LIMERICK, Ireland, September 10, 2026--Johnson & Johnson receives CE Marking for ACUVUE OASYS MAX 2-Week, a new reusable contact lens featuring proprietary MAX technologies.",Yahoo,company
XOM,2026-09-10 12:02:51,What's Going on With Exxon Mobil Shares on Thursday?,ExxonMobil shares trade lower as Pioneer Natural Resources launches cash tender offers for $2.1 billion of outstanding senior notes due in 2030 and 2031.,Benzinga,company
PG,2026-09-10 12:57:05,The Procter & Gamble Company (PG) Presents at Barclays 19th Annual Global Consumer Staples Conference Transcript,,SeekingAlpha,company
JNJ,2026-09-10 13:00:00,"eXp University’s FastCAP Wins Two Gold Awards in Global Field Beating Out 3M, IBM, and Pepsi","Six-week agent training program recognized for sales performance and innovation after attracting more than 21,000 registrations. BELLINGHAM, Wash., Sept. 10, 2026 (GLOBE NEWSWIRE) -- eXp Realty®, the most agent-centric™ real estate brokerage on the planet and the core subsidiary of AGNT, Inc. (Nasdaq: AGNT), today announced that eXp University’s FastCAP program earned two Gold awards in the 2026 Brandon Hall Group Excellence Awards, an international competition featuring organizations including",Yahoo,company
PG,2026-09-10 14:05:31,"Procter & Gamble Targets Growth Rebound With AI, Supply Chain Overhaul","Procter & Gamble (NYSE:PG) CFO Andre Schulten said the consumer products company does not need to overhaul its long-standing strategy, but is making broad operational changes intended to improve execution, accelerate growth and strengthen productivity. Speaking at an investor conference, Schult",Yahoo,company
XOM,2026-09-10 14:46:22,"Oil Prices And Geopolitics Run Through U.S. Economy, And Globe (Video)","Global oil futures point to inflation as Beige Book data shows modest growth. Click for this look, including video, at the current energy situation. Click to view.",SeekingAlpha,company
JNJ,2026-09-10 15:05:02,Why Has AbbVie Gone Quiet About Humira?,"AbbVie (ABBV) has returned 23.3% over the past year, ahead of the S&P 500's (SPY) 18.5%, and the business behind that return has changed shape. Humira, the drug whose decline management once explained, took one sentence on the July 2026 earnings call. What that sentence no longer contains is the part a holder should look at.",Yahoo,company
XOM,2026-09-10 15:09:14,"‘I Am the House Now,’ Bessent Warns — But Bond Traders Keep Raising Yields Anyway","Scott Bessent declared himself the house and promised bond traders they were playing a losing hand against Washington. The bond market has been calling that bluff ever since, and the pressure is now spreading from Wall Street trading desks to homebuyers at the closing table.",Yahoo,company
XOM,2026-09-10 15:10:00,ExxonMobil Stock at a Premium: Opportunity or Reason to Stay Cautious?,"XOM's premium valuation contrasts with strong oil prices, low-cost upstream assets, a solid balance sheet and 43 years of dividend hikes.",Yahoo,company
JNJ,2026-09-10 15:54:00,AbbVie's Immunology Franchise: From Skyrizi & Rinvoq to What's Next,"ABBV's Skyrizi and Rinvoq drives immunology growth, while new indications, acquisitions and partnerships build its next wave.",Yahoo,company
XOM,2026-09-10 16:36:00,VALLOUREC BREAKS GROUND ON A PRODUCTION LINE IN BRAZIL FOR A NEW LINE PIPE THERMAL INSULATION COATING TECHNOLOGY,"VALLOUREC BREAKS GROUND ON A PRODUCTION LINE IN BRAZIL FOR A NEW LINE PIPE THERMAL INSULATION COATING TECHNOLOGY Meudon, September 10, 2026 – Vallourec, a world leader in premium tubular solutions, today broke ground on a new production line dedicated to Proxxima™ resin systems with Goldilocks™ subsea insulation technology (GDLX™) technology at its Serra facility in Espírito Santo, Brazil. This milestone marks a key step in the industrial deployment of the subsea thermal insulation technology li",Yahoo,company
XOM,2026-09-10 17:01:00,12 Energy Stocks for Dividend Investors as Oil Prices Rise,These energy companies are taking advantage of higher profits and lower valuations to reward investors.,Yahoo,company
JNJ,2026-09-10 17:05:54,Pfizer Stock Or Zoetis: Is The Comeback Worth Paying Up For?,"If you hold Pfizer (PFE) or Zoetis (ZTS), you hold the same idea: a branded medicine becomes a standard of care and keeps earning for years, in people or in animals. That is where it stops. Pfizer is buying replacements for older drugs losing exclusivity. Zoetis is cutting its effective price to keep the franchises it has. Same bet, two opposite defenses.",Yahoo,company
XOM,2026-09-10 17:46:51,Exxon Rally Fades as Brent Crude Jumps 4% Above $105,"Exxon retreats to $164.01 after initially climbing 2.1%, while Brent crude reaches $105.26 per barrel.",Yahoo,company
JNJ,2026-09-10 17:47:07,The Portfolio You Need to Generate $500 a Month in Dividend Income,Generating $500 a month from dividends sounds straightforward until you see how wildly the required capital swings depending on which stocks you pick and which trade-offs you are willing to accept.,Yahoo,company
JNJ,2026-09-10 17:57:34,JNJ Stock: Is the Rally Running Out of Steam?,"A healthcare titan is in a full sprint, but a recent stumble has investors asking if the best part of the race is already over.",Yahoo,company
JNJ,2026-09-10 18:24:00,Barron’s Got Cooper Wrong but the Contact-Lens Stock Now Looks Cheap,"Cooper Cos. stock has fallen about 25% since Barron’s recommended it, but a low valuation, aggressive share buybacks, and takeover potential bolster the bull case.",Yahoo,company
PG,2026-09-10 18:55:01,Cramer's lightning round: Buy Texas Pacific Land Corporation,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",CNBC,company
JNJ,2026-09-10 19:10:07,Which dow jones stocks are moving on Thursday?,Join us in exploring the top gainers and losers within the dow jones index one hour before the close of the markets on Thursday as we examine the latest happenings in today's session.,ChartMill,company
PG,2026-09-10 19:10:07,Which dow jones stocks are moving on Thursday?,Join us in exploring the top gainers and losers within the dow jones index one hour before the close of the markets on Thursday as we examine the latest happenings in today's session.,ChartMill,company
JNJ,2026-09-10 19:10:34,Merck Stock Vs. LLY: Why Is The Slower Grower More Expensive?,"In the high-stakes world of big pharma, the slower-growing giant now commands the higher price, forcing investors to decide what that premium is truly buying.",Yahoo,company
XOM,2026-09-10 20:39:14,ExxonMobil Holdings Corporation (XOM): Can a $14B Budget Unlock Papua LNG?,"ExxonMobil Holdings Corporation (NYSE:XOM) agreed to increase its Papua LNG interest from 28.7% to 34.1% and assume operatorship, as disclosed on September 7. The proposed ownership percentages reflect Papua New Guinea’s state participation rights. Papua LNG targets a fourth-quarter 2026 final investment decision, or FID. Santos Limited (ASX:STO) disclosed FID as a closing condition for […]",Yahoo,company
XOM,2026-09-10 22:59:01,Oil Just Topped $109. Is It Too Late to Buy Chevron (CVX)? History Has a Clear Answer.,"Every time oil has topped $110/barrel before, the result has been the same.",Yahoo,company
JNJ,2026-09-11 03:24:06,"Trump's Surgeon General Pick Has Tobacco, Cola Stocks In Portfolio Even as Robert Kennedy Jr. Wages War On Sugary Drinks, Processed Food","President Trump&#39;s Surgeon General nominee Dr. Nicole Saphier disclosed investments in Philip Morris and other companies, agreeing to divest if confirmed.",Benzinga,company
XOM,2026-09-11 03:24:06,"Trump's Surgeon General Pick Has Tobacco, Cola Stocks In Portfolio Even as Robert Kennedy Jr. Wages War On Sugary Drinks, Processed Food","President Trump&#39;s Surgeon General nominee Dr. Nicole Saphier disclosed investments in Philip Morris and other companies, agreeing to divest if confirmed.",Benzinga,company
XOM,2026-09-11 03:45:00,Second Quarter Earnings: A Rising AI Tide Lifts Many Sectors,,SeekingAlpha,company
XOM,2026-09-11 08:36:00,"The Zacks Analyst Blog Highlights ExxonMobil, BP and Chevron","ExxonMobil trades at a premium to peers, but high oil prices, strong production and a solid balance sheet support its outlook.",Yahoo,company
PG,2026-09-11 08:49:55,"Jim Cramer Recommends Buying This Energy Stock, Calling It ‘Very Inexpensive’","Jim Cramer favors Texas Pacific Land, calls Kailera his speculative pick, and criticizes P&amp;G, Ondas and Tractor Supply.",Benzinga,company
XOM,2026-09-11 08:54:47,"Saipem, Jan De Nul sign LoI for Mozambique Rovuma LNG project","The arrangement covers early engineering, procurement and technical services valued at around $12.7m (€11m).",Yahoo,company
XOM,2026-09-11 09:50:00,Diesel Prices Soar to $6 for First Time. The Fed’s Rate Decision Is Getting Simpler.,"A crucial day for inflation and the U.S. economy is off to a bad start.  Diesel prices have hit $6 a gallon for the first time in history and Brent crude oil prices are trading at around $105 a barrel—though they have fallen back from earlier highs of close to $110.  Consumer price index data for August, due to be released at 8.30 a.m. Eastern time, will be closely watched by investors and by Federal Reserve officials.",Yahoo,company
XOM,2026-09-11 10:44:04,TotalEnergies makes new oil discovery in Angola’s Block 17,"The development is set to increase Block 17 output by 6,000bpd, using spare capacity on the Pazflor FPSO.",Yahoo,company
PG,2026-09-11 11:35:52,Launch A Global Hit Product By Minding Your Time And Money,Looking to launch a popular product craved around the world? Don't count on luck. It takes thoughtful focus of your time and resources.,Yahoo,company
XOM,2026-09-11 11:47:41,"How Much Dividend Income Can You Buy With $250,000?","A $250,000 rollover sounds like a clean starting point until you realize yield alone is not the whole story, and only one name on this roster actually clears the current Treasury rate. Here is what the math, the coverage ratios, and 43-year dividend streaks reveal about building real income from a common account balance.",Yahoo,company
XOM,2026-09-11 12:27:00,Record Diesel Prices Make Fed’s Rate Decision for It,"Diesel prices have hit $6 a gallon for the first time in history and Brent crude oil prices are trading at around $105 a barrel—though they have fallen back from earlier highs of close to $110.  Consumer price index data for August, due to be released at 8.30 a.m. Eastern time, will be closely watched by investors and by Federal Reserve officials.  Cooler-than-expected CPI data later could shift the numbers and the timeline but it now seems to be a question of when the Fed will hike rates and how many times rather than whether they will.",Yahoo,company
XOM,2026-09-11 13:00:05,Here is What to Know Beyond Why ExxonMobil Holdings Corporation (XOM) is a Trending Stock,"Recently, Zacks.com users have been paying close attention to Exxon (XOM). This makes it worthwhile to examine what the stock has in store.",Yahoo,company
JNJ,2026-09-11 13:35:12,10 Health Care Stocks With Whale Alerts In Today’s Session,"This whale alert can help traders discover the next big trading opportunities.
Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner.
Traders will",Benzinga,company
JNJ,2026-09-11 13:54:44,"IHE: Innovation Supports The Outlook, Valuation Limits Conviction","IHE trades at a P/E of 16.11x and is rated HOLD due to regulatory, patent, and concentration risks. Click for more details on the IHE fund.",SeekingAlpha,company
JPM,2026-09-11 14:09:00,Can Greece Add Another Growth Lever for JPMorgan in Europe?,"JPM's Greece corporate banking push broadens its European growth strategy, opening more cross-selling opportunities across lending, payments and IB.",Yahoo,company
JPM,2026-09-11 14:59:48,"Chewy Slides 6% on Second Downgrade in Two Days as JPMorgan Cuts Target to $24; Petco Stays Put, Freshpet Nudges Higher","Two analyst downgrades in back-to-back sessions have Chewy stock cratering while the broader market climbs, and the reasoning behind both cuts points to a force that Chewy's own strong execution simply cannot overcome.",Yahoo,company
PG,2026-09-11 15:11:24,"These 5 Dividend Stocks Survived 2008, COVID and Every Recession Before Them","Chasing the fattest yield on the screen is a trap most income investors fall into, but a handful of companies have quietly raised their payouts through oil shocks, financial meltdowns, and a global pandemic without skipping a beat. The question is what they all have in common.",Yahoo,company
JNJ,2026-09-11 15:11:24,"These 5 Dividend Stocks Survived 2008, COVID and Every Recession Before Them","Chasing the fattest yield on the screen is a trap most income investors fall into, but a handful of companies have quietly raised their payouts through oil shocks, financial meltdowns, and a global pandemic without skipping a beat. The question is what they all have in common.",Yahoo,company
XOM,2026-09-11 15:15:00,3 Top Dividend Aristocrats To Own Near All-Time Highs,"Several Dividend Aristocrats, including Johnson & Johnson (JNJ), Coca-Cola (KO), and Exxon Mobil (XOM), are trading near all-time highs, reflecting bullish momentum driven by strong results or favorable operating conditions.",Yahoo,company
JNJ,2026-09-11 15:15:00,3 Top Dividend Aristocrats To Own Near All-Time Highs,"Several Dividend Aristocrats, including Johnson & Johnson (JNJ), Coca-Cola (KO), and Exxon Mobil (XOM), are trading near all-time highs, reflecting bullish momentum driven by strong results or favorable operating conditions.",Yahoo,company
JNJ,2026-09-11 15:26:00,Eli Lilly's Immunology Push Builds New Growth Engines Beyond GLP-1s,"LLY's immunology portfolio is gaining ground, with steady revenue growth, pipeline expansion and acquisitions broadening its next wave.",Yahoo,company
JNJ,2026-09-11 15:56:16,Richest NFL Team Owners List: Who’s Most Connected to Stock Market?,The list of NFL team owners includes billionaires and families. Some of them are well connected to publicly traded companies.,Benzinga,company
XOM,2026-09-11 16:22:00,ExxonMobil Finds More Hydrocarbons in Angola's Offshore Block 15,"XOM's Vicango East-01 well finds 82 feet of hydrocarbon-bearing sandstone in Angola's Block 15, marking its 20th discovery in 30 years.",Yahoo,company
JPM,2026-09-11 16:43:05,3 Reasons to Sell JPM and 1 Stock to Buy Instead,"JPMorgan Chase has had an impressive run over the past six months as its shares have beaten the S&P 500 by 10.3%. The stock now trades at $353.72, marking a 23% gain. This was partly due to its solid quarterly results, and the performance may have investors wondering how to approach the situation.",Yahoo,company
JPM,2026-09-11 16:56:26,'JPMorgan Cut Off Situational Awareness Lending After AI Losses' - Financial Times,https://www.ft.com/content/916eea1b-d483-49e1-9a70-53b4df8f9870?syn-25a6b1a6=1,Benzinga,company
PG,2026-09-11 17:42:00,Procter & Gamble Stock Looks Pricey: What's the Best Move Now?,"PG's premium valuation, weak price momentum and cost pressures temper its brand strength and innovation-led growth outlook.",Yahoo,company
XOM,2026-09-11 17:45:19,Here’s How Much You Would Have Made Owning ExxonMobil Holdings Stock In The Last 5 Years,"ExxonMobil Holdings (NYSE:XOM) has outperformed the market over the past 5 years by 13.45% on an annualized basis producing an average annual return of 24.91%. Currently, ExxonMobil Holdings has a market capitalization",Benzinga,company
JPM,2026-09-11 18:08:00,Are Value ETFs the New AI Trade?,"Value ETFs are outperforming growth funds, but many hold surprising exposure to the AI boom.",Yahoo,company
JNJ,2026-09-11 19:11:12,Is AbbVie Stock Actually Overpriced?,"AbbVie (ABBV) grew revenue 10.4% over the past twelve months and turned 33.9% of it into operating profit, second only to Eli Lilly among its peers on both counts. Its stock returned 24.9% over the same twelve months, fifth of the six. What the business delivered and what the market paid for it have come apart.",Yahoo,company
PG,2026-09-11 19:15:00,"3 Dividend Kings to Buy if the Fed Starts Raising Rates: KO, PG, WMT",These consumer staples stocks are Dividend Kings and could become increasingly attractive if stubborn inflation pushes the Federal Reserve back toward monetary tightening.,Yahoo,company
PG,2026-09-11 19:35:00,Kimberly Clark is Down 20% From Its 52-Week High. Is the Dip Worth Buying?,"Kimberly Clark is a consumer staples Dividend King with a 5% yield, but it is also undergoing a major business transition.",Yahoo,company
JNJ,2026-09-11 19:37:00,"Jaguar LAA, Inc. Announces Acquisition of Assets Related to the Laminar Program","Jaguar LAA, Inc. (""Jaguar""), a privately held medical device company, today announced the acquisition of assets related to the Laminar program, focused on addressing the left atrial appendage (""LAA"") in patients with non-valvular atrial fibrillation (""AFib""), from Johnson & Johnson.",Yahoo,company
